radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,250,20,29750,1213383,,39.151398,51.707594,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1214049,80,39.205213,51.678573,35,2,1,1431264467,1458834354,
UMTS,250,20,29750,1213673,498,39.173757,51.71251,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1211519,,39.243486,51.654583,0,1,1,1458834354,1458834354,
UMTS,250,20,29753,1210059,284,39.18783,51.633824,0,1,1,1458834354,1458834354,
UMTS,250,20,29752,1210183,273,39.243758,51.656341,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,45394,46,39.235454,51.62351,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1213671,497,39.169393,51.717424,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1215192,443,39.258589,51.686952,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1213719,,39.205171,51.683098,0,1,1,1458834354,1458834354,
UMTS,250,20,29753,1210062,284,39.193582,51.633963,427,12,1,1458834354,1461315097,-75
UMTS,250,20,29752,1210919,,39.252723,51.678709,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,1210074,112,39.18594,51.655307,52,2,1,1458834354,1459851504,
UMTS,250,20,29750,1215251,368,39.171412,51.706738,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1211479,398,39.179696,51.732765,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1210353,507,39.18003,51.718164,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1210034,388,39.169893,51.706686,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,45644,485,39.168557,51.72912,0,1,1,1458834352,1458834352,
UMTS,250,20,29750,1209843,,39.15346,51.706947,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1210212,,39.161461,51.70829,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1210883,436,39.194733,51.709915,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1215300,182,39.261875,51.631443,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1215250,370,39.173445,51.70659,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1214503,123,39.184726,51.684901,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1213809,,39.200972,51.6643,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1215633,139,39.226656,51.669182,0,1,1,1458834354,1458834354,
UMTS,250,20,29752,1214500,123,39.184726,51.684901,0,1,1,1458834354,1458834354,
UMTS,250,20,29752,1210182,272,39.247567,51.663207,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1214764,291,39.247938,51.664746,0,1,1,1458834354,1458834354,
UMTS,250,20,29752,1210180,,39.245188,51.657453,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,1210061,283,39.187074,51.633675,322,9,1,1458834354,1461315097,-63
UMTS,250,20,29754,1212049,56,39.207918,51.66864,0,1,1,1458834354,1458834354,
UMTS,250,20,29754,1213812,,39.201004,51.664604,15,3,1,1458834354,1463167324,
UMTS,250,20,29756,1213654,55,39.263058,51.685606,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1209801,,39.274215,51.711569,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1213781,354,39.25157,51.670411,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,40542,426,39.245089,51.690485,0,1,1,1458834355,1458834355,
UMTS,250,20,29753,1215863,169,39.246718,51.664705,0,1,1,1458834354,1458834354,
UMTS,250,20,29756,1213651,55,39.262267,51.683067,0,1,1,1458834355,1458834355,
UMTS,250,20,29754,1213802,,39.241048,51.649838,0,1,1,1458834354,1458834354,
UMTS,250,20,29754,1210041,,39.180297,51.663647,0,1,1,1458834354,1458834354,
UMTS,250,20,29756,1210474,166,39.262775,51.684478,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,45191,443,39.259898,51.686617,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1210102,474,39.276169,51.710083,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1213650,54,39.261641,51.682111,0,1,1,1458834355,1458834355,
UMTS,250,20,29754,1209909,,39.182431,51.696947,0,1,1,1458834354,1458834354,
UMTS,250,20,29754,1209659,,39.204549,51.66495,6,2,1,1458834354,1463260120,
UMTS,250,20,29757,1209873,,39.25127,51.682095,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1214759,292,39.249877,51.66669,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,275101,166,39.260126,51.680267,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1209871,426,39.231344,51.691128,55,2,1,1458834356,1460103199,
UMTS,250,20,29757,1214762,292,39.2641,51.661643,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209969,193,39.205903,51.693219,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1214760,293,39.248385,51.66386,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213929,453,39.29899,51.647503,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209793,206,39.269703,51.694347,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1210493,,39.163084,51.698062,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,373406,55,39.259262,51.676332,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1209912,189,39.181586,51.694806,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1215201,410,39.300308,51.677718,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213784,354,39.250832,51.669352,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,373402,479,39.285478,51.678989,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1421968,354,39.264489,51.679856,0,1,1,1458834357,1458834357,
UMTS,250,20,29757,1323674,434,39.268966,51.679184,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1213103,477,39.300298,51.669821,441,9,1,1458834358,1461315136,-53
UMTS,250,20,29757,1421981,166,39.26409,51.683721,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1213099,479,39.291479,51.676447,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,46165,135,39.259978,51.669188,0,1,1,1458834357,1458834357,
UMTS,250,20,29757,1421983,410,39.297372,51.67877,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1213329,191,39.282112,51.680764,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,46166,353,39.253318,51.672378,0,1,1,1458834357,1458834357,
UMTS,250,20,29757,1215204,410,39.301281,51.677942,279,9,1,1458834357,1461315136,-50
UMTS,250,20,29757,1421979,191,39.284006,51.681036,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,40683,409,39.303432,51.649022,0,1,1,1458834357,1458834357,
UMTS,250,20,29759,1213844,,39.213449,51.627656,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,1213784,354,39.251086,51.670244,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,1215550,,39.277531,51.66064,0,1,1,1458834358,1458834358,
UMTS,250,20,29759,1213764,351,39.246042,51.617253,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,1213781,354,39.250499,51.667979,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,1213782,353,39.253255,51.670872,0,1,1,1458834358,1458834358,
UMTS,250,20,29760,40455,429,39.181006,51.735526,0,1,1,1458834358,1458834358,
UMTS,250,20,29762,1214424,173,39.153515,51.656052,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,1212792,,39.162984,51.670101,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,1213983,,39.189323,51.664439,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,373402,173,39.153048,51.655528,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1212109,361,39.136865,51.655416,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,45132,138,39.161704,51.670377,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1213791,236,39.1533,51.656084,0,1,1,1458834359,1458834359,
UMTS,250,20,29764,275098,365,39.182381,51.699712,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,40841,234,39.191714,51.695635,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1209822,,39.155498,51.6914,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,40845,233,39.185355,51.695376,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1213981,,39.18394,51.662576,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1215241,260,39.182488,51.699359,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1209910,,39.183497,51.689778,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,40846,187,39.16692,51.694489,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,45063,323,39.144978,51.696848,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1214449,0,39.186723,51.702864,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,45066,385,39.150587,51.700646,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1211544,,39.164468,51.669642,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1212791,136,39.150484,51.664996,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1214454,258,39.198125,51.695576,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,45062,324,39.1464,51.693547,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1209912,189,39.18467,51.685218,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1212922,,39.152851,51.689965,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1209954,,39.176126,51.6797,0,1,1,1458834360,1458834360,
UMTS,250,20,29750,1209670,429,39.18041,51.733954,0,1,1,1458834352,1458834352,
UMTS,250,20,29750,1209924,,39.161123,51.717064,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,275088,490,39.161755,51.711628,0,1,1,1458834352,1458834352,
UMTS,250,20,29750,275103,489,39.162203,51.711633,0,1,1,1458834352,1458834352,
UMTS,250,20,29750,1210352,508,39.178799,51.724846,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,40906,262,39.152432,51.721195,0,1,1,1458834352,1458834352,
UMTS,250,20,29750,275100,490,39.162653,51.711706,0,1,1,1458834352,1458834352,
UMTS,250,20,29750,1209839,396,39.161608,51.708868,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,40652,46,39.229736,51.630368,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1214443,,39.142212,51.701716,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1210851,85,39.210921,51.665885,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,1210140,210,39.215371,51.635302,228,6,1,1458834354,1461315097,-69
UMTS,250,20,29750,1212932,263,39.178967,51.723881,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,1209671,113,39.186759,51.656912,0,1,1,1458834354,1458834354,
UMTS,250,20,29753,1210064,283,39.187856,51.633744,385,6,1,1458834354,1461315097,-65
UMTS,250,20,29750,1212782,308,39.174423,51.705196,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1209754,58,39.205271,51.666257,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1213384,,39.148516,51.710138,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,275098,354,39.246718,51.664705,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,40632,285,39.2189,51.634687,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1213771,490,39.164236,51.711977,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1210481,,39.192919,51.6724,9,2,1,1458834353,1461292044,
UMTS,250,20,29753,1213892,313,39.178005,51.633791,428,15,1,1458834354,1461315096,-61
UMTS,250,20,29756,1213782,353,39.251423,51.670778,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1212119,336,39.265074,51.739696,0,1,1,1458834355,1458834355,
UMTS,250,20,29754,1213800,,39.238208,51.644416,0,1,1,1458834354,1458834354,
UMTS,250,20,29754,1209820,163,39.159543,51.671037,0,1,1,1458834354,1458834354,
UMTS,250,20,29756,1213784,354,39.251303,51.670141,0,1,1,1458834355,1458834355,
UMTS,250,20,29753,1211500,,39.1788,51.614959,0,1,1,1458834354,1458834354,
UMTS,250,20,29757,40543,426,39.229395,51.694193,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1212771,,39.168954,51.718761,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1212812,433,39.260522,51.679148,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213779,353,39.253309,51.672008,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1214952,220,39.223363,51.695195,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209779,376,39.256,51.675819,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1209774,186,39.213483,51.684159,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1210522,,39.278688,51.682513,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209870,,39.25645,51.687173,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1214503,123,39.18465,51.680731,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209750,363,39.182753,51.700993,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1212810,432,39.260439,51.680229,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213649,47,39.262971,51.685284,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209782,376,39.256727,51.676126,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,275089,353,39.251261,51.670833,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1213783,352,39.252886,51.667513,0,1,1,1458834356,1458834356,
UMTS,250,20,29758,1213234,,39.267436,51.646789,0,1,1,1458834358,1458834358,
UMTS,250,20,29757,1421980,54,39.265306,51.684416,0,1,1,1458834357,1458834357,
UMTS,250,20,29757,34013971,54,39.232151,51.689637,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1209783,377,39.253812,51.673373,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1211431,78,39.251943,51.665283,79,2,1,1458834357,1460103199,
UMTS,250,20,29757,1421976,426,39.229379,51.69466,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,46164,353,39.253013,51.67288,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,40684,453,39.305202,51.648275,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1210473,158,39.273472,51.683657,0,1,1,1458834357,1458834357,
UMTS,250,20,29757,1215203,415,39.301111,51.677981,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1209714,374,39.29987,51.671058,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1209853,,39.251731,51.636298,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1210524,481,39.261662,51.668538,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,40642,183,39.255313,51.62202,0,1,1,1458834357,1458834357,
UMTS,250,20,29757,1421982,55,39.262478,51.683604,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,275098,142,39.256633,51.670741,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1210264,30,39.297116,51.669389,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1323673,354,39.252494,51.667631,0,1,1,1458834358,1458834358,
UMTS,250,20,29759,1210223,501,39.241595,51.615712,0,1,1,1458834358,1458834358,
UMTS,250,20,29759,40641,399,39.261328,51.626168,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,1215304,183,39.253411,51.624243,3802,14,1,1458834358,1461315102,-80
UMTS,250,20,29758,34013971,54,39.267644,51.685257,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,1215301,,39.256525,51.672419,0,1,1,1458834358,1458834358,
UMTS,250,20,29760,40453,429,39.180691,51.734708,0,1,1,1458834358,1458834358,
UMTS,250,20,29762,1214423,171,39.155213,51.656778,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1214002,336,39.150342,51.643842,467,15,1,1458834359,1461315068,-60
UMTS,250,20,29763,40314,34,39.179542,51.665624,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,1210043,,39.184117,51.662729,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1209692,403,39.135712,51.645107,282,11,1,1458834359,1461315068,-54
UMTS,250,20,29763,1212790,137,39.164716,51.665235,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,1210890,145,39.162471,51.65024,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,1210891,,39.158256,51.65414,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1211460,301,39.162343,51.639343,245,9,1,1458834359,1461315096,-73
UMTS,250,20,29762,1212110,362,39.136194,51.655116,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,40311,72,39.174364,51.666936,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1214422,172,39.155213,51.656778,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1213792,235,39.153214,51.655885,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1213790,237,39.151302,51.652974,0,1,1,1458834359,1458834359,
UMTS,250,20,29764,1214501,124,39.184077,51.684167,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,45784,211,39.15636,51.69991,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1211573,,39.152928,51.689645,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,40865,164,39.150536,51.665585,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1212909,0,39.159409,51.679338,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,40842,234,39.186483,51.695419,0,1,1,1458834360,1458834360,
UMTS,250,20,29753,1210171,484,39.229415,51.631131,352,8,1,1458834354,1461315098,-77
UMTS,250,20,29752,373406,84,39.217762,51.671501,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1215253,370,39.174328,51.705368,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1213759,102,39.247598,51.622574,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1215003,,39.16809,51.712354,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1213784,354,39.248204,51.665184,0,1,1,1458834354,1458834354,
UMTS,250,20,29753,1210060,285,39.201158,51.63419,0,1,1,1458834354,1458834354,
UMTS,250,20,29752,1215029,39,39.23068,51.627668,0,1,1,1458834354,1458834354,
UMTS,250,20,29752,1215030,46,39.234461,51.62376,0,1,1,1458834354,1458834354,
UMTS,250,20,29753,1210072,113,39.186643,51.655478,0,1,1,1458834354,1458834354,
UMTS,250,20,29752,1212049,56,39.207918,51.66864,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1213651,55,39.26083,51.686326,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1215631,140,39.218286,51.670963,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1213984,,39.184167,51.662209,0,1,1,1458834353,1458834353,
UMTS,250,20,29754,1210501,5,39.191842,51.668046,0,1,1,1458834354,1458834354,
UMTS,250,20,29757,40305,426,39.245829,51.690329,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1209879,423,39.274065,51.717256,0,1,1,1458834355,1458834355,
UMTS,250,20,29753,1210864,60,39.179753,51.655714,1339,10,1,1431264467,1458834354,
UMTS,250,20,29754,1210502,4,39.196161,51.670539,451,18,1,1431264467,1461946139,
UMTS,250,20,29756,1212123,337,39.267101,51.739436,0,1,1,1458834355,1458834355,
UMTS,250,20,29753,1213893,312,39.180004,51.633021,288,10,1,1458834354,1461315096,-65
UMTS,250,20,29754,1213374,,39.20374,51.664075,0,1,1,1458834354,1458834354,
UMTS,250,20,29754,1213691,,39.191997,51.657951,0,1,1,1458834354,1458834354,
UMTS,250,20,29757,1213651,55,39.262757,51.684598,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1214949,220,39.219177,51.694094,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1210253,,39.252389,51.683567,19,2,1,1458834356,1459606186,
UMTS,250,20,29757,1209783,377,39.25323,51.673345,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213363,,39.251504,51.680724,2,2,1,1458834356,1459606186,
UMTS,250,20,29757,1209714,374,39.299845,51.670719,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1213101,478,39.28927,51.675619,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,373400,142,39.25387,51.667,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1210474,166,39.264008,51.682759,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213102,479,39.302204,51.685115,1031,26,1,1458834356,1461315136,-56
UMTS,250,20,29757,1209781,378,39.254685,51.672976,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209874,426,39.243237,51.690898,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213751,62,39.272023,51.697464,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1210490,216,39.197105,51.695986,53,2,1,1458834356,1460103199,
UMTS,250,20,29757,373407,354,39.251668,51.670928,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,45434,193,39.207127,51.692556,0,1,1,1458834355,1458834355,
UMTS,250,20,29758,45721,134,39.276184,51.661723,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1210523,480,39.263777,51.667667,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,40595,134,39.279398,51.660208,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,40641,335,39.266016,51.631648,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,45114,134,39.274685,51.659897,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,2,354,39.248955,51.664696,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1209781,378,39.255807,51.674671,0,1,1,1458834357,1458834357,
UMTS,250,20,29757,1323677,432,39.258852,51.678056,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1211434,78,39.253562,51.666111,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,275102,353,39.260828,51.680639,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,275089,353,39.251261,51.670833,0,1,1,1458834357,1458834357,
UMTS,250,20,29757,34013987,477,39.290088,51.669628,0,1,1,1458834357,1458834357,
UMTS,250,20,29760,1209764,366,39.201353,51.725915,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,1213779,353,39.253133,51.671448,0,1,1,1458834358,1458834358,
UMTS,250,20,29759,45394,102,39.246782,51.622716,0,1,1,1458834358,1458834358,
UMTS,250,20,29759,1213760,103,39.260784,51.619891,1034,3,1,1458834358,1461315102,-90
UMTS,250,20,29758,1421976,166,39.27563,51.683207,0,1,1,1458834358,1458834358,
UMTS,250,20,29759,1210219,503,39.235505,51.618866,629,4,1,1458834358,1461315098,-60
UMTS,250,20,29758,33685530,353,39.25323,51.673345,0,1,1,1458834358,1458834358,
UMTS,250,20,29760,40451,431,39.180895,51.73536,0,1,1,1458834358,1458834358,
UMTS,250,20,29758,1213783,352,39.254292,51.669286,0,1,1,1458834358,1458834358,
UMTS,250,20,29760,1209670,429,39.180407,51.735761,0,1,1,1458834358,1458834358,
UMTS,250,20,29762,1421983,243,39.137441,51.65828,0,1,1,1458834359,1458834359,
UMTS,250,20,29760,1214506,,39.184331,51.681999,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,1213679,,39.164341,51.649009,0,1,1,1458834359,1458834359,
UMTS,250,20,29762,1214512,,39.136313,51.653503,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,1210075,113,39.187054,51.655409,0,1,1,1458834359,1458834359,
UMTS,250,20,29763,1213981,,39.183993,51.662402,0,1,1,1458834359,1458834359,
UMTS,250,20,29764,1212919,0,39.160603,51.68961,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1211541,,39.160586,51.670756,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,45065,325,39.142464,51.693492,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1210883,328,39.195744,51.704212,0,1,1,1458834360,1458834360,
UMTS,250,20,29764,1214500,123,39.184414,51.683108,0,1,1,1458834360,1458834360,
UMTS,250,20,29750,1213719,,39.185161,51.676398,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,1210142,,39.224583,51.629788,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1213769,,39.164747,51.712085,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1212052,56,39.207918,51.66864,0,1,1,1458834354,1458834354,
UMTS,250,20,29750,1212929,508,39.179317,51.724811,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1210131,335,39.272853,51.633445,0,1,1,1458834353,1458834353,
UMTS,250,20,29750,1213672,,39.175172,51.717182,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1215630,139,39.235482,51.666588,860,2,1,1458834354,1460103198,
UMTS,250,20,29750,1212780,309,39.175032,51.70318,0,1,1,1458834353,1458834353,
UMTS,250,20,29752,1213221,121,39.205082,51.678607,42,2,1,1431264467,1458834354,
UMTS,250,20,29752,1210179,272,39.248335,51.664067,0,1,1,1458834353,1458834353,
UMTS,250,20,29753,1210075,113,39.187054,51.655409,0,1,1,1458834354,1458834354,
UMTS,250,20,29752,1215634,140,39.216435,51.672967,0,1,1,1458834354,1458834354,
UMTS,250,20,29756,1212122,336,39.265074,51.739696,0,1,1,1458834355,1458834355,
UMTS,250,20,29754,1213809,,39.201171,51.664117,17,3,1,1458834354,1462927676,
UMTS,250,20,29754,1213694,,39.191833,51.658047,0,1,1,1458834354,1458834354,
UMTS,250,20,29754,1210499,4,39.193084,51.671054,329,4,1,1458834354,1463525085,
UMTS,250,20,29756,37749840,54,39.26275,51.684018,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1209800,379,39.275287,51.712976,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,45194,55,39.260444,51.686527,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1210101,472,39.276563,51.70787,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,40695,434,39.261489,51.681707,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,40684,374,39.313134,51.644762,0,1,1,1458834355,1458834355,
UMTS,250,20,29756,1209804,,39.272245,51.714765,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,40545,443,39.254487,51.688029,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,275098,382,39.263116,51.684449,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1210471,166,39.269342,51.683845,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213650,54,39.265625,51.68385,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,275103,184,39.217047,51.68574,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1210250,,39.238691,51.687252,76,2,1,1458834356,1459606186,
UMTS,250,20,29757,1213654,55,39.263364,51.685593,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209713,382,39.289064,51.678805,0,1,1,1458834355,1458834355,
UMTS,250,20,29757,1214764,291,39.247938,51.664746,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213831,409,39.309213,51.646494,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1213103,477,39.301303,51.674846,1354,38,1,1458834356,1461315136,-54
UMTS,250,20,29757,1213360,,39.256052,51.680301,78,2,1,1458834356,1459606186,
UMTS,250,20,29757,1213782,353,39.254661,51.672483,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1209869,424,39.254685,51.687971,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1215189,443,39.258366,51.687073,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1210494,218,39.201151,51.69471,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1214761,291,39.247938,51.664746,0,1,1,1458834356,1458834356,
UMTS,250,20,29757,1212811,,39.257971,51.68053,0,1,1,1458834356,1458834356,
UMTS,250,20,29758,45394,183,39.239448,51.623532,0,1,1,1458834357,1458834357,
UMTS,250,20,29758,1213100,477,39.301722,51.665537,700,14,1,1458834358,1461315136,-59
UMTS,250,20,29758,1209780,377,39.255086,51.674375,0,1,1,1458834357,1458834357,
